Mod:Item:MetaData, Localized Name
gregtech:machine:1230, IV Dynamo Hatch
gregtech:machine:1231, LuV Dynamo Hatch
gregtech:machine:1232, ZPM Dynamo Hatch
gregtech:machine:1233, UV Dynamo Hatch
gregtech:machine:1234, UHV Dynamo Hatch
gregtech:machine:1235, UEV Dynamo Hatch
gregtech:machine:1236, UIV Dynamo Hatch
gregtech:machine:1237, UXV Dynamo Hatch
gregtech:machine:1238, OpV Dynamo Hatch
gregtech:machine:1399, EV 4A Energy Hatch
gregtech:machine:1240, IV 4A Energy Hatch
gregtech:machine:1241, LuV 4A Energy Hatch
gregtech:machine:1242, ZPM 4A Energy Hatch
gregtech:machine:1243, UV 4A Energy Hatch
gregtech:machine:1244, UHV 4A Energy Hatch
gregtech:machine:1245, IV 16A Energy Hatch
gregtech:machine:1246, LuV 16A Energy Hatch
gregtech:machine:1247, ZPM 16A Energy Hatch
gregtech:machine:1248, UV 16A Energy Hatch
gregtech:machine:1249, UHV 16A Energy Hatch
gregtech:machine:1400, EV 4A Dynamo Hatch
gregtech:machine:1250, IV 4A Dynamo Hatch
gregtech:machine:1251, LuV 4A Dynamo Hatch
gregtech:machine:1252, ZPM 4A Dynamo Hatch
gregtech:machine:1253, UV 4A Dynamo Hatch
gregtech:machine:1254, UHV 4A Dynamo Hatch
gregtech:machine:1255, IV 16A Dynamo Hatch
gregtech:machine:1256, LuV 16A Dynamo Hatch
gregtech:machine:1257, ZPM 16A Dynamo Hatch
gregtech:machine:1258, UV 16A Dynamo Hatch
gregtech:machine:1259, UHV 16A Dynamo Hatch
gregtech:machine:1260, IV 64A Substation Energy Hatch
gregtech:machine:1261, LuV 64A Substation Energy Hatch
gregtech:machine:1262, ZPM 64A Substation Energy Hatch
gregtech:machine:1263, UV 64A Substation Energy Hatch
gregtech:machine:1264, UHV 64A Substation Energy Hatch
gregtech:machine:1265, IV 64A Substation Dynamo Hatch
gregtech:machine:1266, LuV 64A Substation Dynamo Hatch
gregtech:machine:1267, ZPM 64A Substation Dynamo Hatch
gregtech:machine:1268, UV 64A Substation Dynamo Hatch
gregtech:machine:1269, UHV 64A Substation Dynamo Hatch
gregtech:machine:1270, Ultra Low Voltage Transformer
gregtech:machine:1271, Low Voltage Transformer
gregtech:machine:1272, Medium Voltage Transformer
gregtech:machine:1273, High Voltage Transformer
gregtech:machine:1274, Extreme Voltage Transformer
gregtech:machine:1275, Insane Voltage Transformer
gregtech:machine:1276, Ludicrous Voltage Transformer
gregtech:machine:1277, ZPM Voltage Transformer
gregtech:machine:1278, Ultimate Voltage Transformer
gregtech:machine:1279, Ultra High Voltage Transformer
gregtech:machine:1280, Ultra Excessive Voltage Transformer
gregtech:machine:1281, Ultra Immense Voltage Transformer
gregtech:machine:1282, Ultra Extreme Voltage Transformer
gregtech:machine:1283, Overpowered Voltage Transformer
gregtech:machine:1730, Ultra Low Voltage Hi-Amp Transformer
gregtech:machine:1731, Low Voltage Hi-Amp Transformer
gregtech:machine:1732, Medium Voltage Hi-Amp Transformer
gregtech:machine:1733, High Voltage Hi-Amp Transformer
gregtech:machine:1734, Extreme Voltage Hi-Amp Transformer
gregtech:machine:1735, Insane Voltage Hi-Amp Transformer
gregtech:machine:1736, Ludicrous Voltage Hi-Amp Transformer
gregtech:machine:1737, ZPM Voltage Hi-Amp Transformer
gregtech:machine:1738, Ultimate Voltage Hi-Amp Transformer
gregtech:machine:1739, Ultra High Voltage Hi-Amp Transformer
gregtech:machine:1740, Ultra Excessive Voltage Hi-Amp Transformer
gregtech:machine:1741, Ultra Immense Voltage Hi-Amp Transformer
gregtech:machine:1742, Ultra Extreme Voltage Hi-Amp Transformer
gregtech:machine:1743, Overpowered Voltage Hi-Amp Transformer
gregtech:machine:1285, Ultra Low Voltage Power Transformer
gregtech:machine:1286, Low Voltage Power Transformer
gregtech:machine:1287, Medium Voltage Power Transformer
gregtech:machine:1288, High Voltage Power Transformer
gregtech:machine:1289, Extreme Voltage Power Transformer
gregtech:machine:1290, Insane Voltage Power Transformer
gregtech:machine:1291, Ludicrous Voltage Power Transformer
gregtech:machine:1292, ZPM Voltage Power Transformer
gregtech:machine:1293, Ultimate Voltage Power Transformer
gregtech:machine:1294, Ultra High Voltage Power Transformer
gregtech:machine:1295, Ultra Excessive Voltage Power Transformer
gregtech:machine:1296, Ultra Immense Voltage Power Transformer
gregtech:machine:1297, Ultra Extreme Voltage Power Transformer
gregtech:machine:1298, Overpowered Voltage Power Transformer
gregtech:machine:1300, Ultra Low Voltage Diode
gregtech:machine:1301, Low Voltage Diode
gregtech:machine:1302, Medium Voltage Diode
gregtech:machine:1303, High Voltage Diode
gregtech:machine:1304, Extreme Voltage Diode
gregtech:machine:1305, Insane Voltage Diode
gregtech:machine:1306, Ludicrous Voltage Diode
gregtech:machine:1307, Zero Point Module Diode
gregtech:machine:1308, Ultimate Voltage Diode
gregtech:machine:1309, Ultra High Voltage Diode
gregtech:machine:1310, Ultra Excessive Voltage Diode
gregtech:machine:1311, Ultra Immense Voltage Diode
gregtech:machine:1312, Ultra Extreme Voltage Diode
gregtech:machine:1313, Overpowered Voltage Diode
gregtech:machine:1315, Ultra Low Voltage 4x Battery Buffer
gregtech:machine:1316, Low Voltage 4x Battery Buffer
gregtech:machine:1317, Medium Voltage 4x Battery Buffer
gregtech:machine:1318, High Voltage 4x Battery Buffer
gregtech:machine:1319, Extreme Voltage 4x Battery Buffer
gregtech:machine:1320, Insane Voltage 4x Battery Buffer
gregtech:machine:1321, Ludicrous Voltage 4x Battery Buffer
gregtech:machine:1322, Zero Point Module 4x Battery Buffer
gregtech:machine:1323, Ultimate Voltage 4x Battery Buffer
gregtech:machine:1324, Ultra High Voltage 4x Battery Buffer
gregtech:machine:1325, Ultra Excessive Voltage 4x Battery Buffer
gregtech:machine:1326, Ultra Immense Voltage 4x Battery Buffer
gregtech:machine:1327, Ultra Extreme Voltage 4x Battery Buffer
gregtech:machine:1328, Overpowered Voltage 4x Battery Buffer
gregtech:machine:1329, Ultra Low Voltage 8x Battery Buffer
gregtech:machine:1330, Low Voltage 8x Battery Buffer
gregtech:machine:1331, Medium Voltage 8x Battery Buffer
gregtech:machine:1332, High Voltage 8x Battery Buffer
gregtech:machine:1333, Extreme Voltage 8x Battery Buffer
gregtech:machine:1334, Insane Voltage 8x Battery Buffer
gregtech:machine:1335, Ludicrous Voltage 8x Battery Buffer
gregtech:machine:1336, Zero Point Module 8x Battery Buffer
gregtech:machine:1337, Ultimate Voltage 8x Battery Buffer
gregtech:machine:1338, Ultra High Voltage 8x Battery Buffer
gregtech:machine:1339, Ultra Excessive Voltage 8x Battery Buffer
gregtech:machine:1340, Ultra Immense Voltage 8x Battery Buffer
gregtech:machine:1341, Ultra Extreme Voltage 8x Battery Buffer
gregtech:machine:1342, Overpowered Voltage 8x Battery Buffer
gregtech:machine:1343, Ultra Low Voltage 16x Battery Buffer
gregtech:machine:1344, Low Voltage 16x Battery Buffer
gregtech:machine:1345, Medium Voltage 16x Battery Buffer
gregtech:machine:1346, High Voltage 16x Battery Buffer
gregtech:machine:1347, Extreme Voltage 16x Battery Buffer
gregtech:machine:1348, Insane Voltage 16x Battery Buffer
gregtech:machine:1349, Ludicrous Voltage 16x Battery Buffer
gregtech:machine:1350, Zero Point Module 16x Battery Buffer
gregtech:machine:1351, Ultimate Voltage 16x Battery Buffer
gregtech:machine:1352, Ultra High Voltage 16x Battery Buffer
gregtech:machine:1353, Ultra Excessive Voltage 16x Battery Buffer
gregtech:machine:1354, Ultra Immense Voltage 16x Battery Buffer
gregtech:machine:1355, Ultra Extreme Voltage 16x Battery Buffer
gregtech:machine:1356, Overpowered Voltage 16x Battery Buffer
gregtech:machine:1375, Ultra Low Voltage Turbo Charger
gregtech:machine:1376, Low Voltage Turbo Charger
gregtech:machine:1377, Medium Voltage Turbo Charger
gregtech:machine:1378, High Voltage Turbo Charger
gregtech:machine:1379, Extreme Voltage Turbo Charger
gregtech:machine:1380, Insane Voltage Turbo Charger
gregtech:machine:1381, Ludicrous Voltage Turbo Charger
gregtech:machine:1382, Zero Point Module Turbo Charger
gregtech:machine:1383, Ultimate Voltage Turbo Charger
gregtech:machine:1384, Ultra High Voltage Turbo Charger
gregtech:machine:1385, Ultra Excessive Voltage Turbo Charger
gregtech:machine:1386, Ultra Immense Voltage Turbo Charger
gregtech:machine:1387, Ultra Extreme Voltage Turbo Charger
gregtech:machine:1388, Overpowered Voltage Turbo Charger
gregtech:machine:1390, Basic World Accelerator
gregtech:machine:1391, Advanced World Accelerator
gregtech:machine:1392, Advanced World Accelerator II
gregtech:machine:1393, Advanced World Accelerator III
gregtech:machine:1394, Elite World Accelerator
gregtech:machine:1395, Elite World Accelerator II
gregtech:machine:1396, Elite World Accelerator III
gregtech:machine:1397, Ultimate World Accelerator
gregtech:machine:1398, Machine Access Interface
gregtech:machine:1402, Item Passthrough Hatch
gregtech:machine:1403, Fluid Passthrough Hatch
gregtech:machine:1404, Data Access Hatch
gregtech:machine:1405, Advanced Data Access Hatch
gregtech:machine:1406, Creative Data Access Hatch
gregtech:machine:1407, Optical Data Reception Hatch
gregtech:machine:1408, Optical Data Transmission Hatch
gregtech:machine:1409, Computation Data Reception Hatch
gregtech:machine:1410, Computation Data Transmission Hatch
gregtech:machine:1411, Object Holder
gregtech:machine:1412, Empty HPCA Component
gregtech:machine:1413, HPCA Computation Component
gregtech:machine:1414, HPCA Advanced Computation Component
gregtech:machine:1415, HPCA Heat Sink Component
gregtech:machine:1416, HPCA Active Cooling Component
gregtech:machine:1417, HPCA Bridge Component
gregtech:machine:1418, Reservoir Hatch
gregtech:machine:1420, IV 256A Laser Target Hatch
gregtech:machine:1421, LuV 256A Laser Target Hatch
gregtech:machine:1422, ZPM 256A Laser Target Hatch
gregtech:machine:1423, UV 256A Laser Target Hatch
gregtech:machine:1424, UHV 256A Laser Target Hatch
gregtech:machine:1425, UEV 256A Laser Target Hatch
gregtech:machine:1426, UIV 256A Laser Target Hatch
gregtech:machine:1427, UXV 256A Laser Target Hatch
gregtech:machine:1428, OpV 256A Laser Target Hatch
gregtech:machine:1429, IV 256A Laser Source Hatch
gregtech:machine:1430, LuV 256A Laser Source Hatch
gregtech:machine:1431, ZPM 256A Laser Source Hatch
gregtech:machine:1432, UV 256A Laser Source Hatch
gregtech:machine:1433, UHV 256A Laser Source Hatch
gregtech:machine:1434, UEV 256A Laser Source Hatch
gregtech:machine:1435, UIV 256A Laser Source Hatch
gregtech:machine:1436, UXV 256A Laser Source Hatch
gregtech:machine:1437, OpV 256A Laser Source Hatch
gregtech:machine:1438, IV 1024A Laser Target Hatch
gregtech:machine:1439, LuV 1024A Laser Target Hatch
gregtech:machine:1440, ZPM 1024A Laser Target Hatch
gregtech:machine:1441, UV 1024A Laser Target Hatch
gregtech:machine:1442, UHV 1024A Laser Target Hatch
gregtech:machine:1443, UEV 1024A Laser Target Hatch
gregtech:machine:1444, UIV 1024A Laser Target Hatch
gregtech:machine:1445, UXV 1024A Laser Target Hatch
gregtech:machine:1446, OpV 1024A Laser Target Hatch
gregtech:machine:1447, IV 1024A Laser Source Hatch
gregtech:machine:1448, LuV 1024A Laser Source Hatch
gregtech:machine:1449, ZPM 1024A Laser Source Hatch
gregtech:machine:1450, UV 1024A Laser Source Hatch
gregtech:machine:1451, UHV 1024A Laser Source Hatch
gregtech:machine:1452, UEV 1024A Laser Source Hatch
gregtech:machine:1453, UIV 1024A Laser Source Hatch
gregtech:machine:1454, UXV 1024A Laser Source Hatch
gregtech:machine:1455, OpV 1024A Laser Source Hatch
gregtech:machine:1456, IV 4096A Laser Target Hatch
gregtech:machine:1457, LuV 4096A Laser Target Hatch
gregtech:machine:1458, ZPM 4096A Laser Target Hatch
gregtech:machine:1459, UV 4096A Laser Target Hatch
gregtech:machine:1460, UHV 4096A Laser Target Hatch
gregtech:machine:1461, UEV 4096A Laser Target Hatch
gregtech:machine:1462, UIV 4096A Laser Target Hatch
gregtech:machine:1463, UXV 4096A Laser Target Hatch
gregtech:machine:1464, OpV 4096A Laser Target Hatch
gregtech:machine:1465, IV 4096A Laser Source Hatch
gregtech:machine:1466, LuV 4096A Laser Source Hatch
gregtech:machine:1467, ZPM 4096A Laser Source Hatch
gregtech:machine:1468, UV 4096A Laser Source Hatch
gregtech:machine:1469, UHV 4096A Laser Source Hatch
gregtech:machine:1470, UEV 4096A Laser Source Hatch
gregtech:machine:1471, UIV 4096A Laser Source Hatch
gregtech:machine:1472, UXV 4096A Laser Source Hatch
gregtech:machine:1473, OpV 4096A Laser Source Hatch
gregtech:machine:1510, Basic Buffer
gregtech:machine:1511, Advanced Buffer
gregtech:machine:1512, Advanced Buffer II
gregtech:machine:1515, Basic Fisher
gregtech:machine:1516, Advanced Fisher
gregtech:machine:1517, Advanced Fisher II
gregtech:machine:1518, Advanced Fisher III
gregtech:machine:1530, Basic Pump
gregtech:machine:1531, Advanced Pump
gregtech:machine:1532, Advanced Pump II
gregtech:machine:1533, Advanced Pump III
gregtech:machine:1560, Super Chest I
gregtech:machine:1561, Super Chest II
gregtech:machine:1562, Super Chest III
gregtech:machine:1563, Super Chest IV
gregtech:machine:1564, Super Chest V
gregtech:machine:1570, Quantum Chest I
gregtech:machine:1571, Quantum Chest II
gregtech:machine:1572, Quantum Chest III
gregtech:machine:1573, Quantum Chest IV
gregtech:machine:1574, Quantum Chest V
gregtech:machine:1575, Super Tank I
gregtech:machine:1576, Super Tank II
gregtech:machine:1577, Super Tank III
gregtech:machine:1578, Super Tank IV
gregtech:machine:1579, Super Tank V
gregtech:machine:1585, Quantum Tank I
gregtech:machine:1586, Quantum Tank II
gregtech:machine:1587, Quantum Tank III
gregtech:machine:1588, Quantum Tank IV
gregtech:machine:1589, Quantum Tank V
gregtech:machine:1590, Basic Block Breaker
gregtech:machine:1591, Advanced Block Breaker
gregtech:machine:1592, Advanced Block Breaker II
gregtech:machine:1593, Advanced Block Breaker III
gregtech:machine:1596, Wooden Tank Valve
gregtech:machine:1597, Wooden Multiblock Tank
gregtech:machine:1598, Steel Tank Valve
gregtech:machine:1599, Steel Multiblock Tank
gregtech:machine:1610, Wooden Barrel
gregtech:machine:1611, Bronze Drum
gregtech:machine:1612, Steel Drum
gregtech:machine:1613, Aluminium Drum
gregtech:machine:1614, Stainless Steel Drum
gregtech:machine:1615, Titanium Drum
gregtech:machine:1616, Tungstensteel Drum
gregtech:machine:1617, Gold Drum
gregtech:machine:1625, Wooden Crate
gregtech:machine:1626, Bronze Crate
gregtech:machine:1627, Steel Crate
gregtech:machine:1628, Aluminium Crate
gregtech:machine:1629, Stainless Steel Crate
gregtech:machine:1630, Titanium Crate
gregtech:machine:1631, Tungstensteel Crate
gregtech:machine:1640, HV Rotor Holder
gregtech:machine:1641, EV Rotor Holder
gregtech:machine:1642, IV Rotor Holder
gregtech:machine:1643, LuV Rotor Holder
gregtech:machine:1644, ZPM Rotor Holder
gregtech:machine:1645, UV Rotor Holder
gregtech:machine:1646, Locked Safe
gregtech:machine:1647, Crafting Station
gregtech:machine:1648, Primitive Water Pump
gregtech:machine:1649, Pump Output Hatch
gregtech:machine:1650, Infinite GT Energy Unit Emitter
gregtech:machine:1651, Output Bus (Steam)
gregtech:machine:1652, Input Bus (Steam)
gregtech:machine:1653, Steam Hatch
gregtech:machine:1654, Maintenance Hatch
gregtech:machine:1655, Configurable Maintenance Hatch
gregtech:machine:1656, Automatic Maintenance Hatch
gregtech:machine:1401, Automatic Filtration Maintenance Hatch
gregtech:machine:1657, LV Muffler Hatch
gregtech:machine:1658, MV Muffler Hatch
gregtech:machine:1659, HV Muffler Hatch
gregtech:machine:1660, EV Muffler Hatch
gregtech:machine:1661, IV Muffler Hatch
gregtech:machine:1662, LuV Muffler Hatch
gregtech:machine:1663, ZPM Muffler Hatch
gregtech:machine:1664, UV Muffler Hatch
gregtech:machine:1667, Monitor Screen
gregtech:machine:1668, Creative Quantum Chest
gregtech:machine:1669, Creative Quantum Tank
gregtech:machine:1745, ME Output Hatch
gregtech:machine:1746, ME Output Bus
gregtech:machine:1747, ME Input Hatch
gregtech:machine:1748, ME Input Bus
gregtech:machine:1749, Long Distance Item Pipeline Endpoint
gregtech:machine:1750, Long Distance Fluid Pipeline Endpoint
gregtech:machine:1751, Alarm
gregtech:machine:1752, ME Stocking Input Bus
gregtech:machine:1753, ME Stocking Input Hatch
gregtech:machine:1780, IV Quadruple Input Hatch
gregtech:machine:1781, LuV Quadruple Input Hatch
gregtech:machine:1782, ZPM Quadruple Input Hatch
gregtech:machine:1783, UV Quadruple Input Hatch
gregtech:machine:1784, UHV Quadruple Input Hatch
gregtech:machine:1785, IV Nonuple Input Hatch
gregtech:machine:1786, LuV Nonuple Input Hatch
gregtech:machine:1787, ZPM Nonuple Input Hatch
gregtech:machine:1788, UV Nonuple Input Hatch
gregtech:machine:1789, UHV Nonuple Input Hatch
gregtech:machine:1790, IV Quadruple Output Hatch
gregtech:machine:1791, LuV Quadruple Output Hatch
gregtech:machine:1792, ZPM Quadruple Output Hatch
gregtech:machine:1793, UV Quadruple Output Hatch
gregtech:machine:1794, UHV Quadruple Output Hatch
gregtech:machine:1795, IV Nonuple Output Hatch
gregtech:machine:1796, LuV Nonuple Output Hatch
gregtech:machine:1797, ZPM Nonuple Output Hatch
gregtech:machine:1798, UV Nonuple Output Hatch
gregtech:machine:1799, UHV Nonuple Output Hatch
gregtech:wire_single:2, 1x Aluminium Wire
gregtech:wire_single:252, 1x Annealed Copper Wire
gregtech:wire_single:2011, 1x Black Steel Wire
gregtech:wire_single:2527, 1x Blue Alloy Wire
gregtech:wire_single:23, 1x Cobalt Wire
gregtech:wire_single:11004, 1x Conductive Iron Wire
gregtech:wire_single:25, 1x Copper Wire
gregtech:wire_single:11010, 1x Crystalline Alloy Wire
gregtech:wire_single:11012, 1x Crystalline Pink Slime Wire
gregtech:wire_single:274, 1x Cupronickel Wire
gregtech:wire_single:11000, 1x Electrical Steel Wire
gregtech:wire_single:277, 1x Electrum Wire
gregtech:wire_single:11001, 1x Energetic Alloy Wire
gregtech:wire_single:431, 1x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_single:33, 1x Europium Wire
gregtech:wire_single:41, 1x Gold Wire
gregtech:wire_single:342, 1x Graphene Wire
gregtech:wire_single:2516, 1x HSS-G Wire
gregtech:wire_single:429, 1x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_single:51, 1x Iron Wire
gregtech:wire_single:288, 1x Kanthal Wire
gregtech:wire_single:55, 1x Lead Wire
gregtech:wire_single:425, 1x Magnesium Diboride Wire
gregtech:wire_single:424, 1x Manganese Phosphide Wire
gregtech:wire_single:11011, 1x Melodic Alloy Wire
gregtech:wire_single:426, 1x Mercury Barium Calcium Cuprate Wire
gregtech:wire_single:124, 1x Naquadah Wire
gregtech:wire_single:2042, 1x Naquadah Alloy Wire
gregtech:wire_single:294, 1x Nichrome Wire
gregtech:wire_single:69, 1x Nickel Wire
gregtech:wire_single:295, 1x Niobium Nitride Wire
gregtech:wire_single:296, 1x Niobium-Titanium Wire
gregtech:wire_single:75, 1x Osmium Wire
gregtech:wire_single:80, 1x Platinum Wire
gregtech:wire_single:11005, 1x Pulsating Iron Wire
gregtech:wire_single:2517, 1x Red Alloy Wire
gregtech:wire_single:11003, 1x Redstone Alloy Wire
gregtech:wire_single:451, 1x Ruthubdenum Wire
gregtech:wire_single:432, 1x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_single:428, 1x Samarium Iron Arsenic Oxide Wire
gregtech:wire_single:100, 1x Silver Wire
gregtech:wire_single:324, 1x Steel Wire
gregtech:wire_single:11015, 1x Stellar Alloy Wire
gregtech:wire_single:112, 1x Tin Wire
gregtech:wire_single:130, 1x Trinium Wire
gregtech:wire_single:128, 1x Tritanium Wire
gregtech:wire_single:115, 1x Tungsten Wire
gregtech:wire_single:2013, 1x Tungstensteel Wire
gregtech:wire_single:430, 1x Uranium Rhodium Dinaquadide Wire
gregtech:wire_single:427, 1x Uranium Triplatinum Wire
gregtech:wire_single:334, 1x Vanadium-Gallium Wire
gregtech:wire_single:11002, 1x Vibrant Alloy Wire
gregtech:wire_single:338, 1x Yttrium Barium Cuprate Wire
gregtech:wire_double:2, 2x Aluminium Wire
gregtech:wire_double:252, 2x Annealed Copper Wire
gregtech:wire_double:2011, 2x Black Steel Wire
gregtech:wire_double:2527, 2x Blue Alloy Wire
gregtech:wire_double:23, 2x Cobalt Wire
gregtech:wire_double:11004, 2x Conductive Iron Wire
gregtech:wire_double:25, 2x Copper Wire
gregtech:wire_double:11010, 2x Crystalline Alloy Wire
gregtech:wire_double:11012, 2x Crystalline Pink Slime Wire
gregtech:wire_double:274, 2x Cupronickel Wire
gregtech:wire_double:11000, 2x Electrical Steel Wire
gregtech:wire_double:277, 2x Electrum Wire
gregtech:wire_double:11001, 2x Energetic Alloy Wire
gregtech:wire_double:431, 2x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_double:33, 2x Europium Wire
gregtech:wire_double:41, 2x Gold Wire
gregtech:wire_double:342, 2x Graphene Wire
gregtech:wire_double:2516, 2x HSS-G Wire
gregtech:wire_double:429, 2x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_double:51, 2x Iron Wire
gregtech:wire_double:288, 2x Kanthal Wire
gregtech:wire_double:55, 2x Lead Wire
gregtech:wire_double:425, 2x Magnesium Diboride Wire
gregtech:wire_double:424, 2x Manganese Phosphide Wire
gregtech:wire_double:11011, 2x Melodic Alloy Wire
gregtech:wire_double:426, 2x Mercury Barium Calcium Cuprate Wire
gregtech:wire_double:124, 2x Naquadah Wire
gregtech:wire_double:2042, 2x Naquadah Alloy Wire
gregtech:wire_double:294, 2x Nichrome Wire
gregtech:wire_double:69, 2x Nickel Wire
gregtech:wire_double:295, 2x Niobium Nitride Wire
gregtech:wire_double:296, 2x Niobium-Titanium Wire
gregtech:wire_double:75, 2x Osmium Wire
gregtech:wire_double:80, 2x Platinum Wire
gregtech:wire_double:11005, 2x Pulsating Iron Wire
gregtech:wire_double:2517, 2x Red Alloy Wire
gregtech:wire_double:11003, 2x Redstone Alloy Wire
gregtech:wire_double:451, 2x Ruthubdenum Wire
gregtech:wire_double:432, 2x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_double:428, 2x Samarium Iron Arsenic Oxide Wire
gregtech:wire_double:100, 2x Silver Wire
gregtech:wire_double:324, 2x Steel Wire
gregtech:wire_double:11015, 2x Stellar Alloy Wire
gregtech:wire_double:112, 2x Tin Wire
gregtech:wire_double:130, 2x Trinium Wire
gregtech:wire_double:128, 2x Tritanium Wire
gregtech:wire_double:115, 2x Tungsten Wire
gregtech:wire_double:2013, 2x Tungstensteel Wire
gregtech:wire_double:430, 2x Uranium Rhodium Dinaquadide Wire
gregtech:wire_double:427, 2x Uranium Triplatinum Wire
gregtech:wire_double:334, 2x Vanadium-Gallium Wire
gregtech:wire_double:11002, 2x Vibrant Alloy Wire
gregtech:wire_double:338, 2x Yttrium Barium Cuprate Wire
gregtech:wire_quadruple:2, 4x Aluminium Wire
gregtech:wire_quadruple:252, 4x Annealed Copper Wire
gregtech:wire_quadruple:2011, 4x Black Steel Wire
gregtech:wire_quadruple:2527, 4x Blue Alloy Wire
gregtech:wire_quadruple:23, 4x Cobalt Wire
gregtech:wire_quadruple:11004, 4x Conductive Iron Wire
gregtech:wire_quadruple:25, 4x Copper Wire
gregtech:wire_quadruple:11010, 4x Crystalline Alloy Wire
gregtech:wire_quadruple:11012, 4x Crystalline Pink Slime Wire
gregtech:wire_quadruple:274, 4x Cupronickel Wire
gregtech:wire_quadruple:11000, 4x Electrical Steel Wire
gregtech:wire_quadruple:277, 4x Electrum Wire
gregtech:wire_quadruple:11001, 4x Energetic Alloy Wire
gregtech:wire_quadruple:431, 4x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_quadruple:33, 4x Europium Wire
gregtech:wire_quadruple:41, 4x Gold Wire
gregtech:wire_quadruple:342, 4x Graphene Wire
gregtech:wire_quadruple:2516, 4x HSS-G Wire
gregtech:wire_quadruple:429, 4x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_quadruple:51, 4x Iron Wire
gregtech:wire_quadruple:288, 4x Kanthal Wire
gregtech:wire_quadruple:55, 4x Lead Wire
gregtech:wire_quadruple:425, 4x Magnesium Diboride Wire
gregtech:wire_quadruple:424, 4x Manganese Phosphide Wire
gregtech:wire_quadruple:11011, 4x Melodic Alloy Wire
gregtech:wire_quadruple:426, 4x Mercury Barium Calcium Cuprate Wire
gregtech:wire_quadruple:124, 4x Naquadah Wire
gregtech:wire_quadruple:2042, 4x Naquadah Alloy Wire
gregtech:wire_quadruple:294, 4x Nichrome Wire
gregtech:wire_quadruple:69, 4x Nickel Wire
gregtech:wire_quadruple:295, 4x Niobium Nitride Wire
gregtech:wire_quadruple:296, 4x Niobium-Titanium Wire
gregtech:wire_quadruple:75, 4x Osmium Wire
gregtech:wire_quadruple:80, 4x Platinum Wire
gregtech:wire_quadruple:11005, 4x Pulsating Iron Wire
gregtech:wire_quadruple:2517, 4x Red Alloy Wire
gregtech:wire_quadruple:11003, 4x Redstone Alloy Wire
gregtech:wire_quadruple:451, 4x Ruthubdenum Wire
gregtech:wire_quadruple:432, 4x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_quadruple:428, 4x Samarium Iron Arsenic Oxide Wire
gregtech:wire_quadruple:100, 4x Silver Wire
gregtech:wire_quadruple:324, 4x Steel Wire
gregtech:wire_quadruple:11015, 4x Stellar Alloy Wire
gregtech:wire_quadruple:112, 4x Tin Wire
gregtech:wire_quadruple:130, 4x Trinium Wire
gregtech:wire_quadruple:128, 4x Tritanium Wire
gregtech:wire_quadruple:115, 4x Tungsten Wire
gregtech:wire_quadruple:2013, 4x Tungstensteel Wire
gregtech:wire_quadruple:430, 4x Uranium Rhodium Dinaquadide Wire
gregtech:wire_quadruple:427, 4x Uranium Triplatinum Wire
gregtech:wire_quadruple:334, 4x Vanadium-Gallium Wire
gregtech:wire_quadruple:11002, 4x Vibrant Alloy Wire
gregtech:wire_quadruple:338, 4x Yttrium Barium Cuprate Wire
gregtech:wire_octal:2, 8x Aluminium Wire
gregtech:wire_octal:252, 8x Annealed Copper Wire
gregtech:wire_octal:2011, 8x Black Steel Wire
gregtech:wire_octal:2527, 8x Blue Alloy Wire
gregtech:wire_octal:23, 8x Cobalt Wire
gregtech:wire_octal:11004, 8x Conductive Iron Wire
gregtech:wire_octal:25, 8x Copper Wire
gregtech:wire_octal:11010, 8x Crystalline Alloy Wire
gregtech:wire_octal:11012, 8x Crystalline Pink Slime Wire
gregtech:wire_octal:274, 8x Cupronickel Wire
gregtech:wire_octal:11000, 8x Electrical Steel Wire
gregtech:wire_octal:277, 8x Electrum Wire
gregtech:wire_octal:11001, 8x Energetic Alloy Wire
gregtech:wire_octal:431, 8x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_octal:33, 8x Europium Wire
gregtech:wire_octal:41, 8x Gold Wire
gregtech:wire_octal:342, 8x Graphene Wire
gregtech:wire_octal:2516, 8x HSS-G Wire
gregtech:wire_octal:429, 8x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_octal:51, 8x Iron Wire
gregtech:wire_octal:288, 8x Kanthal Wire
gregtech:wire_octal:55, 8x Lead Wire
gregtech:wire_octal:425, 8x Magnesium Diboride Wire
gregtech:wire_octal:424, 8x Manganese Phosphide Wire
gregtech:wire_octal:11011, 8x Melodic Alloy Wire
gregtech:wire_octal:426, 8x Mercury Barium Calcium Cuprate Wire
gregtech:wire_octal:124, 8x Naquadah Wire
gregtech:wire_octal:2042, 8x Naquadah Alloy Wire
gregtech:wire_octal:294, 8x Nichrome Wire
